square_footage,bedrooms,bathrooms,lot_size,year_built,house_age,neighborhood_quality,distance_to_city_center,garage_spaces,has_pool,has_garden,school_rating,crime_rate,renovated,condition,property_type,price
1746,4,2.0,2853,2008,16,Premium,0.5,1,0,0,5.0,5.88,1,Excellent,Single Family,557900
1216,4,2.5,3580,2014,10,Low,4.55,1,0,0,10.0,1.89,1,Excellent,Single Family,200000
1094,3,1.0,5284,2017,7,Premium,6.74,3,0,1,6.0,0.72,0,Good,Single Family,327700
2813,4,3.0,8276,1977,47,Premium,16.74,2,0,0,1.0,8.18,0,Good,Single Family,566300
1673,4,3.0,5756,1967,57,High,21.07,0,0,1,4.0,4.78,0,Excellent,Condo,302200
2243,5,3.5,10307,1975,49,Premium,6.02,0,0,1,4.0,0.17,1,Fair,Single Family,531400
1967,5,3.0,11594,1968,56,High,11.21,1,1,1,8.0,20.0,1,Fair,Single Family,331700
2334,1,1.0,10099,2004,20,Low,4.63,2,0,1,2.0,3.56,0,Excellent,Single Family,266600
2054,4,3.5,13666,2006,18,Medium,10.97,2,0,1,1.0,0.52,1,Good,Multi-Family,310400
1102,2,1.0,9455,1955,69,Low,1.83,2,0,1,7.0,0.81,0,Fair,Single Family,140500
2697,4,3.0,3741,1950,74,Medium,3.71,3,0,1,6.0,3.54,0,Good,Condo,386200
1654,3,1.5,12772,1957,67,High,8.05,1,0,1,5.0,4.54,1,Good,Condo,319800
910,3,2.5,5882,2000,24,Medium,0.5,1,0,1,8.0,0.82,0,Excellent,Condo,212400
1700,3,3.0,11186,1974,50,Medium,10.25,1,0,0,2.0,0.89,0,Good,Single Family,246800
3051,4,3.5,13508,1996,28,High,14.44,1,0,1,2.0,1.1,0,Good,Multi-Family,513000
2595,3,2.0,9598,2004,20,Premium,4.08,3,0,1,9.0,2.73,0,Excellent,Condo,826400
1756,4,3.0,2763,2013,11,Low,4.75,2,0,1,1.0,0.57,0,Excellent,Townhouse,238800
1756,3,2.0,4786,1959,65,Medium,15.25,2,0,0,6.0,0.33,1,Good,Single Family,267700
1775,2,1.5,12630,2005,19,Low,11.96,1,0,1,3.0,3.41,0,Excellent,Condo,221200
3454,4,3.0,7408,1961,63,High,2.72,0,0,1,5.0,4.53,1,Good,Townhouse,588800
2267,3,2.0,8279,1982,42,Low,3.13,0,0,1,8.0,2.09,0,Fair,Single Family,275200
2301,3,2.5,10656,2020,4,High,9.09,2,0,1,7.0,1.36,0,Fair,Single Family,364900
2721,4,2.5,10437,1966,58,Medium,6.63,2,0,1,4.0,1.7,1,Good,Condo,348900
2167,3,1.5,8976,2010,14,Low,1.42,1,0,0,8.0,1.48,0,Good,Single Family,212100
1819,2,1.0,7270,1959,65,Premium,2.97,2,0,1,10.0,9.66,0,Good,Condo,478400
1863,3,1.5,6906,1980,44,Low,18.42,2,0,0,2.0,4.38,0,Good,Single Family,204400
1950,5,3.0,11003,2009,15,Medium,9.32,1,0,1,7.0,0.7,0,Poor,Single Family,221800
1974,4,3.0,9937,2019,5,Low,34.13,2,0,1,5.0,1.45,0,Fair,Condo,172800
2509,4,2.5,7099,1966,58,Medium,11.65,1,0,1,6.0,2.36,1,Good,Single Family,342900
2036,4,3.5,11787,1999,25,Medium,22.77,2,0,1,3.0,2.85,1,Fair,Multi-Family,214800
2513,2,1.5,7548,1986,38,Medium,1.95,2,0,1,10.0,1.89,0,Good,Townhouse,392300
1943,3,1.0,5019,2011,13,Low,11.81,3,0,0,7.0,4.98,1,Good,Condo,232200
2055,4,3.5,5344,2021,3,Medium,0.5,1,0,0,7.0,4.38,1,Good,Townhouse,319000
601,2,2.0,4574,1978,46,High,8.89,1,0,1,2.0,2.11,1,Good,Townhouse,143900
2641,3,1.5,7047,1981,43,High,5.07,1,0,1,1.0,5.78,0,Good,Single Family,430800
2243,3,2.5,12318,1960,64,Medium,3.41,1,0,1,10.0,4.17,0,Excellent,Townhouse,396900
2699,3,1.5,5182,1955,69,High,15.87,2,0,0,2.0,4.52,0,Excellent,Single Family,457100
500,6,4.5,8660,1984,40,Medium,15.41,3,0,0,8.0,9.4,0,Excellent,Single Family,166700
3462,2,1.0,5702,1982,42,Medium,0.5,1,0,0,10.0,0.93,0,Good,Condo,459500
1902,4,2.0,7089,1967,57,Low,7.52,1,1,0,3.0,0.93,0,Fair,Condo,199400
2776,2,1.5,2715,1986,38,Medium,3.67,1,0,1,4.0,6.59,0,Good,Single Family,345500
1272,6,4.5,7228,1962,62,Medium,4.3,1,0,0,8.0,4.44,0,Excellent,Single Family,267000
2429,2,1.5,7322,2023,1,Medium,14.27,1,0,1,3.0,7.83,0,Fair,Condo,258300
1263,3,1.5,9891,2013,11,High,2.97,1,0,0,6.0,0.2,0,Fair,Single Family,250200
1563,4,3.0,8781,1950,74,Premium,22.92,2,1,0,2.0,2.96,1,Fair,Townhouse,319700
3340,4,3.0,3806,2012,12,Low,1.58,0,0,1,3.0,0.47,0,Good,Condo,357700
1867,3,2.0,11795,1983,41,High,8.69,2,1,0,1.0,2.1,1,Good,Single Family,360800
2152,3,2.5,8736,1959,65,High,8.92,2,0,0,9.0,0.51,1,Fair,Single Family,349900
2609,3,2.0,8694,1956,68,High,2.32,1,0,0,4.0,0.41,1,Excellent,Condo,541400
2347,3,3.0,7968,2005,19,Medium,3.14,2,0,0,6.0,0.04,1,Good,Single Family,364900
2105,3,1.5,6188,1986,38,Medium,14.4,2,0,1,7.0,2.98,1,Good,Single Family,309600
2255,3,2.5,8762,1978,46,Low,11.48,2,0,0,2.0,1.33,0,Good,Single Family,216300
3682,3,3.0,9665,1961,63,Medium,3.19,1,0,1,8.0,0.33,1,Fair,Single Family,441500
1960,3,2.5,1886,1966,58,High,6.11,1,0,1,9.0,1.17,1,Good,Single Family,360400
2141,4,3.0,6114,1997,27,Low,0.51,2,0,1,10.0,0.56,1,Good,Single Family,244600
2735,6,4.0,7108,1975,49,Medium,1.87,2,1,0,2.0,8.53,0,Good,Townhouse,424900
2774,4,3.5,8897,1961,63,High,5.32,1,0,1,5.0,1.16,0,Excellent,Condo,607700
2831,2,1.0,12177,1970,54,High,0.72,0,0,0,2.0,1.22,0,Good,Townhouse,493300
2447,2,1.0,5299,1991,33,Medium,14.83,0,0,1,5.0,5.5,0,Fair,Single Family,253300
1200,6,4.5,6257,2010,14,High,10.13,0,0,1,7.0,3.13,1,Good,Single Family,294100
3143,3,3.0,6206,2007,17,Medium,23.01,2,0,0,6.0,3.72,0,Excellent,Condo,432900
1198,2,1.5,5195,2003,21,Low,9.46,0,0,1,4.0,3.03,0,Fair,Condo,101700
2212,4,2.5,6785,1983,41,Medium,22.56,1,1,1,2.0,8.77,0,Fair,Condo,225400
1472,4,3.0,10698,1956,68,High,6.47,2,1,1,7.0,0.7,0,Good,Condo,328500
1955,4,2.5,4312,1984,40,Premium,7.33,1,0,0,10.0,13.54,0,Good,Condo,476100
2230,3,2.0,9497,1964,60,Low,30.17,2,0,1,9.0,5.33,0,Fair,Single Family,206400
2225,1,1.5,2043,2014,10,Medium,8.22,2,0,1,1.0,2.67,0,Good,Condo,258400
2295,6,3.5,6035,1974,50,Medium,0.5,1,0,0,3.0,3.26,0,Good,Condo,341900
3130,3,3.0,6847,2008,16,Medium,10.29,2,0,1,7.0,3.14,0,Excellent,Multi-Family,502700
2317,4,3.5,13862,1955,69,Low,18.87,2,0,0,9.0,0.18,1,Fair,Condo,197300
1829,4,3.5,7038,2001,23,Medium,12.7,1,1,0,5.0,0.74,1,Excellent,Condo,348900
2675,4,2.5,1000,1970,54,High,7.01,1,0,1,7.0,9.77,1,Fair,Single Family,406700
2833,3,2.0,1004,2020,4,High,8.9,2,0,1,10.0,2.29,0,Good,Townhouse,501100
1141,3,1.5,8119,1981,43,Medium,37.0,3,0,1,7.0,1.43,0,Good,Multi-Family,165400
2418,4,2.5,10148,2002,22,Medium,0.76,2,0,1,4.0,4.31,0,Good,Townhouse,367300
2491,5,4.0,9314,2008,16,Medium,8.8,1,1,0,5.0,2.23,1,Excellent,Condo,413900
1792,5,4.5,8586,2018,6,Medium,2.67,2,0,0,2.0,0.04,1,Poor,Single Family,206000
2963,2,1.0,12068,2011,13,High,8.18,1,0,1,8.0,4.0,0,Good,Condo,540000
1895,2,1.5,6111,1953,71,Premium,7.48,2,0,0,1.0,3.95,1,Fair,Condo,364300
2088,5,3.5,11132,1967,57,Medium,1.33,2,0,1,2.0,0.54,0,Good,Townhouse,277500
1879,4,2.0,2288,2005,19,Medium,1.85,2,0,1,3.0,9.42,0,Poor,Single Family,160100
2011,5,4.0,4833,1973,51,High,7.78,2,0,0,7.0,0.76,0,Excellent,Condo,488500
1233,3,2.0,1675,2015,9,Medium,1.1,2,0,0,6.0,1.84,0,Excellent,Single Family,240500
992,4,3.0,7038,1962,62,High,2.47,2,0,1,7.0,0.37,0,Excellent,Townhouse,252000
3116,4,2.5,7838,2011,13,Medium,14.43,1,0,1,5.0,2.77,1,Fair,Single Family,377400
1407,4,2.5,8399,2003,21,High,3.17,2,0,1,4.0,1.41,0,Good,Condo,329400
1306,3,2.0,8217,1964,60,Medium,5.36,3,0,1,7.0,1.31,0,Poor,Single Family,136300
500,1,1.0,4754,2018,6,High,22.66,0,0,1,3.0,5.26,1,Excellent,Single Family,147100
1553,4,3.0,7334,1952,72,High,2.06,1,0,0,10.0,0.03,0,Good,Condo,321500
1074,3,2.0,2759,1986,38,Medium,3.95,1,1,0,7.0,4.8,0,Good,Single Family,172200
3149,3,2.5,12771,1986,38,High,7.46,2,0,1,2.0,2.54,0,Good,Condo,530500
2707,6,5.5,6937,1952,72,High,11.26,2,0,0,8.0,12.83,0,Fair,Multi-Family,381900
1518,3,2.5,6289,2012,12,Medium,18.55,0,0,0,6.0,2.67,0,Good,Multi-Family,214800
3577,5,4.5,13561,1984,40,Low,19.77,2,0,1,3.0,0.17,0,Fair,Single Family,303700
2687,2,1.0,3652,2001,23,Low,11.99,1,0,1,3.0,0.16,0,Excellent,Townhouse,283100
1773,4,3.0,4060,1977,47,Medium,2.07,2,1,0,5.0,6.44,0,Excellent,Single Family,344800
500,6,4.0,4163,1967,57,Medium,0.5,1,1,1,3.0,5.52,1,Good,Multi-Family,124400
3604,2,1.0,7762,1985,39,High,3.87,1,0,1,6.0,1.27,1,Excellent,Townhouse,756300
1027,1,1.0,9511,1982,42,Low,1.22,1,0,0,2.0,2.89,1,Good,Single Family,124100
848,3,3.0,10589,2013,11,Premium,9.91,1,1,1,8.0,2.02,0,Excellent,Single Family,378500
2716,2,2.0,17002,1975,49,Medium,8.66,2,0,0,,10.25,0,Good,Single Family,368900
3708,4,3.0,1000,1997,27,Medium,0.5,2,1,1,7.0,8.98,1,Good,Townhouse,515300
2969,5,3.0,10131,1989,35,Medium,14.49,0,0,0,3.0,12.38,0,Good,Single Family,376500
2395,3,2.0,6050,1966,58,Medium,2.29,0,0,1,10.0,6.04,0,Poor,Condo,242400
2416,3,2.5,5948,1989,35,Medium,4.53,0,0,0,4.0,7.21,1,Good,Condo,331500
2597,3,2.5,5831,1956,68,Medium,8.82,2,0,1,10.0,0.73,0,Poor,Multi-Family,238600
2531,4,2.0,4819,2006,18,Low,4.49,2,0,0,2.0,5.33,0,Excellent,Multi-Family,321900
2197,1,1.0,13896,1957,67,High,4.66,0,0,1,9.0,3.7,1,Fair,Single Family,373100
2073,4,3.0,10948,2005,19,High,0.54,2,0,1,5.0,9.87,1,Good,Condo,467200
1956,4,3.5,8081,1980,44,Medium,4.11,0,1,0,2.0,2.54,0,Excellent,Townhouse,341600
1472,4,1.5,12729,2008,16,High,11.58,3,0,1,10.0,0.27,0,Fair,Townhouse,314900
1804,3,2.0,2706,2007,17,High,19.74,3,0,0,6.0,2.73,0,Good,Single Family,331400
815,4,3.0,3343,1961,63,Low,4.27,2,0,1,7.0,3.48,1,Good,Single Family,120400
1931,2,2.0,1000,1997,27,Premium,4.41,3,0,0,2.0,0.75,0,Fair,Single Family,414500
1308,2,2.0,5552,1980,44,High,9.7,2,0,1,1.0,1.5,0,Excellent,Single Family,278800
1227,5,4.0,8566,2012,12,Medium,22.89,2,0,1,7.0,2.74,1,Fair,Single Family,175300
2126,4,2.5,8360,2023,1,Low,2.49,2,0,0,1.0,1.41,0,Fair,Single Family,200200
2974,1,1.0,8523,1988,36,Low,4.64,1,0,0,3.0,1.41,1,Good,Condo,260700
2643,3,2.0,3061,1969,55,Low,12.72,1,0,1,4.0,0.43,1,Good,Single Family,246800
901,3,3.0,10811,1997,27,High,7.53,1,0,1,2.0,8.48,0,Excellent,Condo,232300
1307,3,3.0,8839,2020,4,Medium,0.94,2,0,1,7.0,4.16,1,Excellent,Single Family,311200
2659,3,2.5,10566,2003,21,High,7.91,1,1,0,5.0,0.0,0,Good,Townhouse,518900
1312,2,2.0,1375,2020,4,High,1.65,1,1,1,1.0,4.35,1,Good,Multi-Family,278100
1843,3,2.5,9090,1978,46,High,5.71,1,1,0,8.0,4.04,1,Good,Condo,380900
2385,4,2.5,3843,2023,1,High,6.02,1,1,0,10.0,0.03,0,Fair,Townhouse,423900
1322,4,3.0,6609,2022,2,Low,16.71,2,0,1,7.0,1.38,1,Good,Single Family,140200
2074,4,4.0,9870,1997,27,Medium,4.97,3,0,0,4.0,2.8,1,Excellent,Townhouse,413800
1066,2,1.0,8319,2023,1,High,2.62,2,0,1,2.0,1.81,0,Good,Single Family,231900
1579,6,5.5,5020,2005,19,Low,2.1,2,0,1,7.0,4.52,0,Fair,Single Family,197600
2224,5,3.5,8022,1966,58,Low,16.59,2,1,1,2.0,1.66,0,Good,Single Family,224700
885,5,4.5,2640,1958,66,Premium,1.5,1,1,1,6.0,0.5,0,Fair,Condo,292000
2308,5,3.0,12026,1983,41,High,4.44,1,0,1,1.0,11.24,1,Good,Single Family,408400
1986,5,4.0,7282,1994,30,Medium,1.66,2,0,1,7.0,0.83,1,Good,Condo,349400
2387,4,2.5,11915,1958,66,High,11.87,1,0,1,7.0,3.79,0,Good,Single Family,406500
2157,3,1.5,6157,1956,68,High,5.15,0,0,1,4.0,0.46,0,Good,Townhouse,365600
2955,4,3.0,6167,1965,59,Medium,3.46,2,0,0,4.0,1.2,0,Excellent,Condo,464400
2088,4,3.5,5325,1968,56,Low,3.58,1,0,0,10.0,1.75,0,Fair,Single Family,218500
1699,4,2.5,11067,1955,69,Premium,15.3,1,1,0,5.0,0.64,0,Excellent,Single Family,502700
2086,4,2.0,5517,1960,64,Medium,6.46,0,0,1,2.0,1.79,0,Good,Townhouse,247400
2380,2,1.5,10256,2010,14,Low,10.12,0,1,1,9.0,0.51,0,Excellent,Single Family,325200
2034,3,2.0,6661,1991,33,Medium,18.19,1,0,0,10.0,2.46,1,Good,Single Family,268800
2028,5,4.0,1084,1962,62,High,18.56,0,0,0,4.0,3.27,0,Fair,Condo,275700
1509,4,3.5,6004,1961,63,Medium,3.19,2,0,1,9.0,0.19,0,Excellent,Single Family,325100
1536,4,3.0,3873,2023,1,Medium,24.37,2,1,1,3.0,6.15,0,Good,Single Family,236100
1018,3,3.5,8119,1969,55,Medium,0.5,1,0,1,9.0,0.61,1,Poor,Single Family,140900
3225,3,2.5,3834,1999,25,Premium,3.78,2,1,0,1.0,0.77,1,Fair,Single Family,669900
1129,5,3.5,11241,1985,39,Low,18.09,1,0,0,7.0,3.25,1,Good,Single Family,165100
1515,4,2.0,7681,2018,6,High,2.57,1,0,0,4.0,1.9,0,Good,Single Family,346600
1497,4,3.0,7378,1986,38,Premium,2.55,1,0,0,7.0,2.08,0,Good,Single Family,426000
2626,3,2.0,10296,1961,63,Low,2.88,2,0,0,10.0,0.41,0,Good,Single Family,294800
1794,4,3.5,11374,1989,35,Premium,7.58,1,0,1,6.0,4.92,0,Good,Multi-Family,456700
2873,3,2.5,7930,2003,21,Premium,4.61,2,0,0,4.0,2.88,0,Excellent,Condo,774400
1529,4,2.5,5301,1951,73,Premium,10.38,2,0,0,4.0,0.44,1,Good,Townhouse,392000
2195,3,2.5,1791,1999,25,Medium,18.02,2,0,0,,1.41,0,Fair,Single Family,232700
1415,3,2.5,5599,1990,34,High,8.97,2,1,1,7.0,4.99,0,Excellent,Single Family,342800
3502,4,4.0,5840,1994,30,High,1.83,3,0,1,4.0,2.52,1,Poor,Townhouse,473600
1169,5,4.5,8375,1958,66,Premium,21.59,1,1,1,6.0,0.35,0,Good,Condo,337900
2217,2,2.0,6792,2011,13,Low,2.46,1,0,0,6.0,1.4,0,Good,Single Family,243400
2444,5,4.0,10408,1996,28,High,1.3,2,0,0,1.0,0.83,0,Good,Single Family,465500
2290,3,2.5,5855,1954,70,Medium,0.75,2,0,0,2.0,2.19,0,Poor,Single Family,199900
1870,3,3.0,7800,1950,74,Low,6.63,1,0,0,4.0,5.56,1,Fair,Townhouse,198900
1909,1,1.0,12144,1993,31,Medium,0.97,1,0,1,6.0,1.72,0,Good,Single Family,269400
2031,3,2.0,9196,1971,53,High,1.2,1,0,1,6.0,1.7,1,Excellent,Condo,485500
1897,4,2.5,7790,1987,37,Medium,2.85,1,0,1,1.0,7.07,1,Good,Condo,283600
2675,2,1.5,5893,1968,56,Medium,2.65,1,0,1,8.0,2.58,1,Good,Multi-Family,351300
3547,3,3.0,5784,1980,44,Premium,7.42,3,0,1,2.0,2.51,0,Good,Townhouse,790000
1610,5,3.5,5023,2016,8,Medium,13.58,2,0,0,5.0,0.91,0,Fair,Single Family,223000
1041,2,1.0,6106,1991,33,High,11.46,1,0,1,4.0,2.81,0,Poor,Condo,130100
1938,4,3.0,10645,1975,49,Medium,2.44,2,1,0,5.0,2.57,0,Fair,Townhouse,297400
3806,3,3.0,7223,1962,62,Medium,2.25,2,0,1,5.0,1.52,1,Good,Condo,535000
1437,4,3.5,3276,2007,17,High,27.0,0,0,0,10.0,14.03,0,Fair,Townhouse,245100
3147,3,2.5,14189,1967,57,Premium,0.5,1,0,0,8.0,6.41,1,Fair,Multi-Family,672800
3174,2,1.5,9120,2016,8,Medium,16.94,2,0,1,10.0,4.15,0,Good,Single Family,435800
1612,2,1.0,3076,1952,72,High,1.78,2,0,1,7.0,2.31,0,Excellent,Single Family,360100
2398,2,2.0,6454,2004,20,Low,23.54,0,0,0,9.0,1.86,1,Excellent,Townhouse,294000
3140,2,1.0,8388,2007,17,Medium,3.35,3,1,0,1.0,0.61,0,Good,Single Family,446100
1735,4,4.5,13966,2012,12,Medium,4.64,1,0,0,6.0,1.09,1,Fair,Single Family,265000
1857,5,4.0,4122,2001,23,Low,9.82,1,0,1,6.0,4.46,0,Good,Single Family,195200
1593,5,3.5,11416,1973,51,Medium,7.09,1,0,1,2.0,1.81,1,Fair,Townhouse,198600
1290,4,2.5,12898,2021,3,Medium,3.06,1,0,1,8.0,6.42,0,Good,Single Family,209400
1546,2,1.5,5800,1958,66,Low,6.46,2,0,0,6.0,0.48,1,Excellent,Condo,190900
1143,3,2.0,7029,1986,38,Medium,10.5,3,0,1,10.0,2.13,0,Good,Single Family,224800
2024,3,3.0,4373,2002,22,Medium,0.5,1,0,0,9.0,3.12,0,Excellent,Single Family,368300
1461,3,2.5,7288,1973,51,High,0.5,3,0,0,10.0,2.18,1,Good,Single Family,334000
2164,4,2.5,7872,1970,54,Premium,4.9,2,0,0,5.0,6.6,1,Good,Single Family,545200
911,4,4.0,10309,1989,35,High,1.13,1,0,1,7.0,13.69,0,Fair,Townhouse,188200
2232,3,2.5,11816,2011,13,Medium,8.73,2,0,0,6.0,0.37,0,Excellent,Townhouse,428100
2583,3,2.5,5382,2019,5,Premium,1.93,1,0,0,5.0,0.42,0,Fair,Townhouse,553800
604,5,3.5,1114,2018,6,High,4.54,2,0,1,6.0,0.42,0,Excellent,Single Family,267100
2262,4,3.0,7926,1963,61,Medium,1.76,0,0,0,4.0,3.43,1,Good,Single Family,324200
2859,3,2.5,9027,1991,33,Low,6.36,2,0,1,3.0,1.4,0,Fair,Single Family,255200
1153,5,2.5,8873,1999,25,High,0.99,0,0,1,1.0,3.97,0,Excellent,Single Family,333100
3171,6,5.5,6857,2010,14,High,0.5,2,0,1,1.0,1.56,0,Poor,Single Family,443600
2293,3,3.0,8437,1953,71,High,0.5,2,0,0,6.0,2.96,0,Excellent,Condo,542900
1506,3,2.0,13304,2021,3,High,24.68,1,0,0,9.0,4.41,1,Fair,Single Family,247000
1961,4,2.5,9336,1966,58,High,1.23,1,0,1,8.0,2.38,1,Excellent,Single Family,475800
2391,5,4.0,6693,2006,18,Premium,9.86,1,0,1,2.0,2.33,0,Good,Multi-Family,540700
2053,5,4.0,6249,1997,27,Medium,0.56,2,0,0,9.0,0.28,1,Good,Single Family,386800
2377,2,1.5,7406,1993,31,Low,0.92,1,0,0,8.0,1.59,0,Good,Multi-Family,271900
1356,3,2.5,13729,1994,30,High,5.69,2,0,0,9.0,2.37,0,Fair,Multi-Family,273000
2119,4,3.5,7358,1982,42,Medium,5.0,1,0,1,4.0,1.86,0,Excellent,Single Family,377800
1010,4,4.0,7931,1980,44,High,24.22,0,0,1,9.0,6.93,0,Fair,Single Family,202300
1922,2,2.0,6312,1996,28,Premium,23.18,0,0,0,2.0,7.11,0,Good,Townhouse,347300
1367,5,3.0,11846,1955,69,High,12.1,0,0,1,1.0,5.18,0,Good,Single Family,220800
1485,4,4.0,14859,2021,3,High,7.37,2,0,1,9.0,1.41,1,Good,Single Family,356400
2865,5,4.5,9577,2020,4,Medium,4.86,3,0,1,10.0,3.79,1,Fair,Townhouse,390500
2764,5,5.5,8290,1983,41,Medium,3.52,1,1,0,8.0,1.51,1,Fair,Single Family,395800
2426,4,2.5,8129,2002,22,Medium,23.51,2,0,0,7.0,0.79,0,Fair,Single Family,253900
1235,3,2.5,1000,1963,61,High,7.39,0,0,0,8.0,1.26,0,Excellent,Condo,295400
1779,4,2.0,10608,1965,59,High,6.92,2,0,1,1.0,0.22,0,Poor,Condo,210500
2849,2,2.0,8470,1992,32,High,2.11,0,0,1,,1.21,0,Excellent,Single Family,612100
2099,4,2.5,9499,2022,2,Low,0.5,2,0,1,10.0,1.85,0,Fair,Single Family,206500
3624,2,2.5,5510,2023,1,Medium,23.23,3,1,0,9.0,9.34,0,Fair,Single Family,363600
2275,4,2.5,6654,1961,63,High,3.01,1,1,0,9.0,1.13,0,Good,Single Family,452800
2134,3,1.0,6561,2019,5,Medium,4.68,2,0,0,6.0,6.98,0,Fair,Townhouse,284700
1784,2,1.0,11576,1968,56,Medium,0.97,0,0,1,4.0,0.78,0,Good,Condo,255200
2093,2,1.0,6674,1990,34,High,14.51,1,0,0,2.0,0.64,0,Excellent,Condo,401600
1893,1,1.0,15289,2002,22,High,0.5,0,0,0,4.0,2.2,0,Poor,Single Family,267700
2496,4,2.0,9508,1978,46,Medium,14.37,1,0,1,7.0,3.35,0,Excellent,Single Family,398200
2670,4,3.0,3535,2019,5,Premium,1.21,1,0,0,1.0,0.14,1,Good,Single Family,649600
1450,4,2.0,7550,2008,16,Low,17.41,1,0,1,9.0,0.75,0,Fair,Single Family,157500
1068,2,1.5,5719,2013,11,Premium,10.47,1,0,0,3.0,1.82,1,Fair,Single Family,277600
715,2,2.5,1000,1973,51,Low,1.44,1,0,1,4.0,1.21,0,Excellent,Single Family,100000
2356,1,1.0,13598,1965,59,Low,6.67,2,1,1,5.0,3.74,0,Fair,Single Family,1329600
1228,2,1.0,10461,2001,23,Premium,3.0,3,0,1,3.0,2.15,1,Excellent,Townhouse,445900
500,5,3.5,9866,1955,69,Medium,1.57,1,1,1,,0.52,0,Good,Townhouse,143100
2272,3,2.5,8579,1986,38,High,15.68,1,0,1,5.0,6.75,0,Poor,Condo,275100
3745,3,2.5,3163,1953,71,High,4.13,1,0,1,1.0,1.04,1,Good,Single Family,604000
1996,2,1.0,6307,1987,37,Premium,4.07,2,0,1,9.0,3.94,0,Excellent,Townhouse,592700
2587,3,2.5,10946,1990,34,Premium,1.49,2,0,1,10.0,4.54,0,Good,Multi-Family,665400
2057,4,1.5,4321,1963,61,Medium,3.86,1,0,0,10.0,9.9,1,Good,Single Family,294600
1931,4,2.5,1000,2020,4,High,16.42,0,1,0,4.0,2.07,1,Excellent,Condo,440400
2643,3,2.0,7205,2000,24,Low,3.61,1,1,0,9.0,2.87,0,Fair,Townhouse,223100
1797,2,2.0,7504,2014,10,Medium,24.23,1,0,1,4.0,1.22,0,Excellent,Single Family,278400
2187,3,2.5,8474,2001,23,High,23.4,3,0,1,1.0,3.4,1,Excellent,Single Family,440800
2225,3,1.5,10550,1979,45,Medium,1.25,2,0,1,5.0,1.87,0,Good,Single Family,318500
1532,3,1.5,10232,2006,18,High,1.56,0,0,0,9.0,1.73,0,Excellent,Single Family,399200
2694,6,4.5,8906,1979,45,Medium,15.88,2,0,1,3.0,5.8,0,Good,Single Family,338700
1878,4,3.0,12184,1991,33,High,3.99,1,0,0,5.0,0.15,1,Good,Multi-Family,389500
1471,4,2.5,2684,1960,64,Premium,0.5,1,0,1,3.0,6.41,0,Good,Condo,360900
2376,3,2.0,9766,1976,48,Low,2.56,2,0,0,3.0,5.73,1,Good,Single Family,299100
1371,3,2.5,10193,1973,51,High,7.28,2,0,1,1.0,2.12,0,Good,Condo,277100
2020,4,2.5,3662,1988,36,Premium,12.85,1,0,0,2.0,2.02,0,Fair,Condo,370500
1994,4,3.0,2740,2021,3,Medium,1.15,1,0,0,2.0,1.35,1,Good,Single Family,325800
2760,4,4.5,5389,1967,57,Low,0.94,2,1,1,9.0,15.44,1,Fair,Single Family,285700
2332,2,1.0,5685,1994,30,High,20.42,2,0,1,7.0,0.35,0,Fair,Multi-Family,292100
1982,4,2.0,10637,1961,63,Medium,11.13,1,1,0,8.0,2.68,0,Good,Condo,284700
2572,3,2.5,5849,1998,26,Low,7.13,1,0,1,2.0,3.43,1,Excellent,Single Family,309400
2973,5,3.5,5003,1980,44,High,11.73,1,1,0,9.0,8.17,0,Good,Single Family,521500
2390,4,3.0,5859,1971,53,Medium,4.48,3,0,1,3.0,4.55,0,Good,Single Family,333400
2007,4,2.5,11915,1993,31,Premium,11.37,2,0,1,10.0,3.1,0,Fair,Single Family,465400
1082,2,1.5,8046,2013,11,High,3.72,1,1,0,2.0,0.37,1,Good,Single Family,241800
1254,4,4.0,7373,1974,50,High,2.24,2,0,1,1.0,1.4,1,Fair,Condo,250900
1786,2,2.0,7615,2000,24,Low,10.45,2,0,0,9.0,0.45,1,Fair,Single Family,175800
1573,3,3.0,12522,1956,68,Medium,4.35,1,1,1,8.0,6.39,0,Good,Single Family,280000
1869,2,1.0,5378,1955,69,Low,31.87,1,0,1,4.0,4.15,0,Good,Single Family,126900
2040,4,2.5,12604,1973,51,Premium,3.44,2,1,1,7.0,4.25,0,Fair,Single Family,493200
2371,3,1.0,8737,1968,56,Low,20.38,2,0,0,3.0,3.17,0,Good,Townhouse,196400
1951,3,2.0,7439,1958,66,Medium,21.62,2,1,0,3.0,2.12,0,Excellent,Single Family,316000
2341,5,4.5,16753,1985,39,Medium,2.22,2,0,0,4.0,0.49,0,Fair,Condo,349600
2045,3,2.5,4305,1989,35,Medium,12.8,1,0,1,2.0,1.2,0,Poor,Single Family,165300
617,4,3.0,6762,1973,51,Medium,4.54,0,0,1,10.0,0.44,0,Good,Single Family,157000
1342,3,2.0,3686,1997,27,High,19.96,3,1,1,4.0,3.87,0,Fair,Townhouse,205600
1899,1,1.0,11334,2012,12,Low,4.78,1,0,1,10.0,0.52,1,Excellent,Single Family,276900
1153,4,3.0,13912,2018,6,Low,10.91,2,0,0,3.0,3.63,0,Good,Condo,180000
2420,2,2.0,13845,2002,22,Medium,5.03,2,0,0,8.0,3.54,0,Good,Single Family,318000
3072,3,1.5,12284,2003,21,High,2.07,2,0,0,2.0,1.84,0,Good,Condo,534000
